Unnamed: 0,Hindi,Bhili
80,"इस क्षेत्र के मौर्य नियंत्रण की पुष्टि चट्टान पर लिखे शिलालेख से होती है, जिससे पता चलता है कि चंद्रगुप्त ने मध्य भारत में गुजरात और पाटलिपुत्र के बीच स्थित मालवा क्षेत्र पर अपना अधिकार जमा लिया था।",इना क्षेत्र ना मोर्य नियंत्रण नी पुष्टि भाटा ऊपर लिख्या शिला लेख थी था ए से तिनमा पतों सलाहे कि चन्द्रगुप्त यी वस् मा ना भारत गुजरात अन पाटलिपुत्र ना वस् मा स्थित मालवा क्षेत्र ऊपर खुद नो अधिकार जामडी लेदेलो |
235,"जो लोग पीछे रह गए हों, हमारे छोटे-छोटे किसान हो, हमारे जंगलों में रहने वाले मेरे आदिवासी भाई-बहन हों, हमारी माताएं-बहनें हों,","जी मनख वाहल री ग्‍या होय ,अमारा नाना-नाना किसाण होय, अमारां उजाड मां रेवा वळां म्‍हारां आदिवासी भाई बेणा होय , अमारी माता बहने होय।"
281,"और यही बातें हैं जो आज 140 करोड़ देशवासियों का मन गर्व से भरा हुआ है, आत्मविश्वास से भरा हुआ है।","अनें यें वात्‍यों से, आज 140 करोड़ देहवासियों नों मन गर्व थी भरेलों से, जीवेंकरवानुं थी भरायलों से।"
225,"उन्होंने भारत के प्रसिद्ध सलामी बल्लेबाज गावस्कर के अवतार को देखा, और वास्तव में अपने पैड की एक जोड़ी पहन रखी थी।",एनाने भरत मोटे सलामी खेलीं गावस्कर पैदा देखियो ऐवु वास्तव माँ आपणे झाड़ो नी एके जोड़ी पेहनी रखी हाथी |
11,"विकसित भारत 2047, ये सिर्फ भाषण के शब्‍द नहीं हैं, इसके पीछे कठोर परिश्रम चल रहा है।","बणेंलों भारत 2047, यो खाली भाषण नां शब्‍द नीं मळें से, इनांनी पसाड़ी भारी मेनत साली री से।"
588,"विकसित भारत 2047, वो स्‍वस्‍थ भारत भी होना चाहिए।","वदतु भारत2047, वी ताजूतरे भारत वण थावु जोये।"
85,"हम जो कुछ भी कर रहे हैं, वो राजनीति का भाग और गुणा करके नहीं सोचते हैं, हमारा एक ही संकल्प होता हैं- Nation First, Nation First, राष्ट्रहित सुप्रीम।","हमुं ज्‍युं कईंनुं करी रियां से, त्‍युं राजनीतिक नों भाग अनें गुणां करवा नी होसवा से, हमारों एकज वसन से Nation First, Nation First , राष्‍ट्रतिह सुप्रीम।"
348,तभी पानीपत की तीसरी लड़ाई में अहमद शाह दुर्रानी ने मराठा संघ को पराजित किया था और 1761 में मुगलों की सत्ता को बहाल किया था।,तेरा पानीपत नी तीसरी लड़ाई मा अहमद शाह दुरानी ये मराठा संघ ने हरायो हेतो अने 1761 मा मुगलों नी सत्ता ने बहाल करया हेता।
442,"मेरे प्यारे देशवासियो, दो दिन पहले मैं वाराणसी में था, जहाँ मैंने एक बहुत ही शानदार फोटो प्रदर्शनी देखी।","मांरा देश नां रेहवासियों बे दन पेहलों हुं, वाराणसी मां हतां। ज्‍यां में एक घणीं रूपाळी फोटूं नी प्रदर्शनी भाळी।"
81,अल-कायदा ने वर्तमान में साहेल में सात फ्रांसीसी नागरिकों को बंधक बना रखा है और इस बात की कोई पुष्टि नहीं हुई है कि उन्हें मार दिया गया है।,अलमा फायदा ना आज नो साहेलो मा हाथ अंग्रेज नो बंधन बणायो अन इनो वात मा इने मार दे दो से
456,"जब चाणक्य का जन्म हुआ, तो जैन भिक्षुओं ने भविष्यवाणी की थी कि चाणक्य एक दिन बड़ा होकर किसी को सम्राट बनने में मदद करेगा और राजा के पीछे की असली ताकत वही होगा।",तब चाणक्य नो जन्म थायो त्यो जैन (वानिया ) भिक्षा मागवा वाला नी भविष्यवाणी बोली करी हती थी कि चाणक्य एक दन मा मोटा थाई कोईने राजा बणावा मा मदद करहे अने राजा ना पसाड़ी हासी ताकत त्या होगा।
112,वे शाहजहाँ और मुमताज महल के तीसरे पुत्र और छठी संतान थे।,ये शाहजहाँ अने मुमताज महेल ने तिन अने चौकी चारो हता |
282,उन्होंने भारत के राजनीतिक एकीकरण और 1947 के भारत-पाकिस्तान युद्ध के दौरान गृह मंत्री के रूप में कार्य किया।,पटेल नो जनम नडियाद खेडा जिला माँ थायो अने इना खा ण पा ण गुरज रात राज्य ना गावड़ा इलाका माँ थायो |
173,"पार्टी से सिंह के गुट की ओर एक महत्वपूर्ण निष्क्रमण के बाद, देसाई ने जुलाई 1979 में इस्तीफा दे दिया।",पार्टी थी सिंह ना गुट नी तरफ एक खास निष्क्रमण नी बाद देसाई थी जुलाई १९७९ मा इस्तीफों आली दे दो |
545,Indian Standard International Standard बनेंगे तब हमारी हर चीज पर सरलता से मुहर लग जाएगी। और ये हमारी production के quality पर निर्भर करेगा।,indian Standard international Standard बणहे तेर हमारी सब सीजों उपर आसानी ही मुहर लागी जाहे । अने यो हमारी production ना Quality उपर जापावदार रहे।
408,"22 अक्टूबर को अपनी नई नियुक्ति पर वे जाएं, उससे पहले, पाकिस्तानी बलों ने डोमेल और मुजफ्फराबाद पर कब्जा करके कश्मीर में घुसपैठ की।","22 अक्तूबर को आपडी नै /नवी नियुक्ति पर टी जावे ,तिहुथी पेहला पाकिस्तानी वालो ने डोमेल आने मुजफ्फराबाद पर भी कब्जो करी ने कश्मीर माँ घुकरेली।"
271,4 अगस्त 1932 को भारत ने अपना पहला मैच जापान के खिलाफ खेला और 11-1 से जीत लिया।,4 अगस्त 1 9 3 2 ये भारत ये आपड़ो पेलखो मैच जापान ने खिलाफ (विरुद्ध ) रमयो अने 1 -1 ही जीती लेदो ।
106,"मेरा हर क्षण देश के लिए है, मेरा कण-कण सिर्फ और सिर्फ मां भारती के लिए है और इसलिए 24x7 और 2047 इस प्रतिबद्धता के साथ आइये मैं देशवासियों को आह्वान करता हूं,","मारू हर पल देश हारू से, मारू काण-कण सिरप अने सिरप मां भारती हारू से, अने ऐतरे 24x7 अने 2047 इनी तत्‍परता हाते आवों हू देशवासियों ने के से।"
268,"कल्याणी जी: हाँ सर, हमने पिछले साल पारंपरिक खेती की तरह ही खेती की।","कल्‍यांणी जी: हॉं सर हमुये पासलां सालूं वळी धरूदन नी थावा वाळी खेती थी, खेती करीरयां से।"
171,"टोयोटा और होँडा का कुल बाजार पूँजीकरण लगभग 1,32,92,36,50,00,000.00 रूपये है।",टोयोटा अने होडा ना कुल बाजार कमाया है एक तीन ब नो तीन ने छे पाच ने अडो अडो अडो अडो पैसा से
144,"इसके बावजूद, 1979 में जब भारत ने चार टेस्ट खेलने के लिए इंग्लैंड का दौरा किया तो उन्हें कप्तानी से हटा दिया गया था।","इने कारण 1979 मा जेरा भारत में चार टेस्ट रमबा हरु इंग्लैंड नो दौरों कर यो ,ते तिन कप्तानी ही हटावी देदो हेतो |"
481,अशोक के स्वयं के शिलालेख बहुत विस्तृत हैं लेकिन उनमें उनके पूर्वजों का कोई उल्लेख नहीं है।,एकज मनख ना रूप मा देवा नाम्म्पिया अने अशोक नी ओलखावा मस्की अने गुर्जरों शिला लेखो (भाटा पर लाखेला ) थी थावण थाय से जे राजा नी हारू आ बहु वातो ने बायरे से |
9,बीजेएस के पूर्व सदस्यों ने 1980 में वाजपेयी के नेतृत्व में भारतीय जनता पार्टी का गठन किया था।,बीजे एस नो पूर्व /पहला ना सदस्य यी 1980 माँ वाजपेयी नी नेतृत्त्व /देखरेख मा भारतीय जनता पार्टी नो गठन करेलो |
152,उन्होंने दिल्ली में पाँचवें टेस्ट में 120 रन बना कर उस श्रृंखला में चौथा शतक लगाया और 4000 टेस्ट रन पार करने वाले पहले भारतीय बने।,तिनाहे दिल्ली मा पांचवे टेस्ट मा 120 (एक हो बी ) रण बणावीन तिनी श्रृंखला मा चारमो शतक लगाडयो अने 4000 टेस्ट रन पार करवा वाला पेलखा भारतीय बणया |
361,बाबर के जीवन की एक स्थायी\।,बाबर न जीवन नी एक स्थाई
447,"मोदी जी: सुनीता देवी जी, आपको नमस्कार।",मोदीजी: सुनिता देवी जीजी तमुंनें नमस्‍कार।
296,"हिंदू स्रोतों के अनुसार वे वहां नंद से मिले, और पाली भाषा के बौद्ध स्रोतों के अनुसार वे धन नंद से मिले।",हिंदु स्थानों ना अनुसार त्या तहा नंद थी मलीया अने पाली भाषा ने बौद्ध स्थानों ना अनुसार त्यो धन नंद थी मलीया।
586,आज PLI Scheme को बहुत बड़ी सफलता मिली है। FDI Reforms उसने भी हमें बहुत बड़ी ताकत दी है।,आज PLI योजना ने घणी जीत मली से FDI Reforms तिनी पण हुमुने घणी ताकत आाली से।
587,"1760 में, रानी माँ ने खांडे राव - जो राजा की सेवा में काम करने लगे थे - के साथ हैदर अली को बाहर निकालने की साजिश रची।",1760 म रानी मा ने खंडेराव जो राजा नी सेवा नु काम करवा लाग्या हता के हाते हैदर अली ने बाहर काडवा नी छाल बाज करी।
86,हमारे देश में Supreme Court में बार बार Uniform Civil Code को लेकर के चर्चा की है।,अमारी देश मां मोटी कोरट मां बार-बार Uniform Civil Code नी लीने वाते की से।
163,1998 के आम चुनावों ने एक बार फिर भाजपा को दूसरों से आगे कर दिया।,उनीस सो अठा नवे ना आम सुनाव ने एक बारे फेर बजापा न बीजा हु अलग कर देदु |
210,"विल्सन की बीमारी नामक एक विरासत में मिली स्थिति के कारण शरीर में तांबा बना रहता है, क्योंकि यह यकृत द्वारा पित्त में उत्सर्जित नहीं होता है।",विल्सन नी बीमारी नामक एक धन दौलत मा माली एस्थिति ने कारण शरीर मा तांबा बाणी रे से अने यो थैली ने जरीये बाहर नी थाई से |
527,"प्रधानमंत्री जी: बस, सेवा करते रहिए, आपका नाम ही कल्याणी है, आपको तो कल्याण करना ही है। धन्यवाद, नमस्कार।","प्रधानमंत्री जी : बस, सेवा करतां रो। तमांरूं नामुंस कल्‍यांणी से। तमुंन कल्‍यांण करवूं से। धन्‍यवाद। नमस्‍कार।"
349,मस्जिद के तोड़े जाने से एक दिन पहले विवादित भाषण देने के कारण वाजपेयी खुद सार्वजनिक जांच के दायरे में आ गए थे।,नमाज पडवाना मस्जिद ने तोडवा जावा थी एक दन पेल खू विवादित भाषण आलवा ना कारण वाजपेयी खुद सार्वजानिक जांच खबर ने दायरा मा आवी गया से |
433,"वह अपने उपसेनापति बाबूराव जाधव, जो पेशवा को पसंद नहीं थे, को बर्खास्त करने के लिए सहमत हो गई।",वह आपडे उफ सेनापति बाबूराव जाधव जी पेशवा ने पसंद न हतो । तेर इन नौकरी हटाड नाखवा हारु बदा ने हामी कर देदी।
121,"Defence Sector, हमारी आदत हो गई थी Defence Budget कितना ही क्‍यों न हो, लेकिन कभी कोई सोचता नहीं था कि Defence Budget बढ़ा तो जाता कहां है?","डिफेन्‍स सेक्‍टर हमारी आदत थई गी ती ,डिफेन्‍स बजट केतरों पण किम नी होय , पण केरां कइ्रनों होसलों नी हतों के डिफेन्‍स बजट बढयो ते जाए कां।"
558,"गेंद डिफेंडर की हॉकी स्टिक से टकरा कर नेट में चली गई, जिससे गोलकीपर कोली को गोल बचाने का कोई मौका नहीं मिला।","गेंद बचा ड वा वाला नी लाकड़ा नी घोटी ही टकराईं ने जाली मा नाही ग्यी ,तिनही गोलकीपर (गोल ने हमें ऊबो रेवा वालो ) कोली ने गोल वसाडवा नो कई मौखो नी मल्यो |"
111,"इसने न केवल दोनों देशों में ही नहीं, बल्कि दक्षिण एशिया और शेष विश्व में 1998 के परमाणु परीक्षणों से उत्पन्न तनाव को भी कम किया।",एना न केवल बे देहो माँ ही नही पण दक्षिण एशिया आने बीजा दुनिया माँ उनीश सौ अड़ा नावेव माँ परमाणु परिक्षण हु८ पैदा तनाव ने भी कम करियु |
368,भीमसिंह ने चित्तौड़ की रक्षा के लिए अपनी पत्नी को अलाउद्दीन को सौंप देने का प्रस्ताव रखा लेकिन उसके साथी राजपूतों ने इस प्रस्ताव को अस्वीकार कर दिया।,भीमसिंह नो चित्तोड़ नी रखवाली हरु आपडी बयरी नो अलाउद्दीन नी आलवा ना (प्रस्ताव) वात राख वानी केमकी तीनानी हेट राजपूतो ने ऐ वी वात (प्र्स्ताव) नो (अस्वीकार )मण करी देदु)
428,"इस सर्जरी के बाद मरीज़ अपनी कुछ परिधीय दृष्टि खो देंगे, हालाँकि मरीज़ का मुश्किल से ही इस पर ध्यान जाता है।",इनी अपरेशन ने बाद मादो आपडी कोई परिधीय देखवानी खोई दे पण मांदा ने आफत थी इना पर ध्यान जावे से |
341,"खुर्रम के लिए अपनी सैन्य शक्ति का परीक्षण करने का पहला अवसर मेवाड़ के राजपूत राज्य के खिलाफ मुगल अभियान के दौरान था, जो अकबर के शासनकाल के बाद से मुगलों के लिए एक शत्रुतापूर्ण शक्ति रहा था।",खुर्रम नी हारु आपड़ी सैनिक शक्ति ना परिक्षण करवाना पह पेल्या अवसर मेवाड़ ना. ना राजपूत ठाकोर राज्य ना खिलाफ मुगळ अभियान नी दोरान हता जो अकबर ना शासनकाल भी वहह थी मुग होनी हारू एक शत्रुतापूर्ण शाक्ते रीयू थु ।
135,उन्होंने मुसहर जाति के करीब 8 हजार बच्चों का स्कूल में दाखिला कराया और उनके लिए एक बड़ी लाइब्रेरी भी बनवाई।,तिहंये मसहु जाति नां करीब 8 हजार सौराओं नें ईस्‍कुल मां दाखिलों करायो।
157,"कहा जाता है कि हैदर अली को, जो निरक्षर थे, अद्भुत स्मृति और संख्यात्मक कौशल का आशीर्वाद प्राप्त था।",केदुकी हैदर अली मे ज्यों वगर भणेलो हतो से घणी वदु आद अने संख्यात्मक असल काम करवाणु वाहवाही थाई से
79,उस समय विष्णुकुण्डन उनके सहयोगी थे और पुलकेशी द्वारा विष्णुकुण्डनों को परास्त करने के कारण पल्लव राजा के साथ उनका संघर्ष हुआ।,तीना वखत विष्णु कूण्डन तीनानो मददगार हतो अने पुलकैशी द्वारा विष्णु कुण्डमो ने हरवानी कारण पल्लव राजा नी हाते तीहुनो संघर्ष (झगड़ों ) थायो ।
446,मरियम-उज़-ज़मानी का परिवार अकबर के दरबार में सर्वोच्च ओहदे का रईस बन गया।,मरियम-उज-जमानी को परिवार अकबर ना दरबारमा उच्चो ओहदे ना रईस (रुपयावाला) बाणी गया।
262,यह यूनानी और रोमन इतिहासकारों के निष्कर्षों एवं चंद्रगुप्त की मृत्यु के सदियों बाद लिखे गए भारतीय धार्मिक ग्रंथों पर आधारित है।,यो यूनानी अन रोमन इतिहासकारो ना निष्कर्षो अन चन्द्रगुप्त नी मोहत नी सदियों बाद लिखेला भारत ना धार्मिक ग्रंथो ऊपर आधारित से |
423,हम सदियों की बेडि़यों को तोड़ करके निकले हैं।,हमु वरहु नी जंजीरू ने तोडीने निकळिया से
190,"पंजाब क्षेत्र में, उनका अधिकार रावी नदी के पूर्व के क्षेत्रों तक सीमित था।",पंजाब न इलाका मा तीना न अधिकार रावी नदी न पहला न इलाका तक हतो।
201,2019 में उन्हें आईसीसी क्रिकेट प्रसिद्धि दीर्घा में शामिल किया गया।,2019 मा इने आई .सी .सी दडियो मा नामी ओर या भेलु करयु से |
136,"बांग्‍लादेश में जो कुछ भी हुआ है, उसको लेकर पड़ोसी देश के नाते चिंता होना, मैं इसको समझ सकता हूं।","बाग्‍लादेश मां कई पण थयू ,तिने लीने मरेीवाला देश ने नाते सिंता थावी हू इन हमजी सकू से।"
371,"किसी भी पीढ़ी में नहीं रहे ऐसे होनहार नौजवानों को fresh blood एक लाख चाहे वो पंचायत में आए, चाहे नगर पालिका में आए, चाहे जिला परिषदों में आए, चाहे विधानसभा में आए, लोकसभा में आए।","कइनी पण पीढी मां नी रया होवे, एवां बुद्वि वाला जवानों ने fresh blood एक लाख साहे ति पंचायत मां आवे ,साहे ,नगर पालिका ,जिला परिषदो मां,साहे विधानसभा मां आवे , लोकसभा मां आवे।"
77,टॉड का संस्करण पद्मिनी के जीवन की कहानी का कई स्रोतों का एक संमिश्रण था और ज्ञानचंद्र नामक एक जैन साधु ने पद्मिनी से संबंधित मुख्य स्रोतों के शोध में टॉड की सहायता की।,टाड ना संस्करण पद्धिनी ना जीवन नी वरतार ना घणा ना एक सम्मिश्रण हटा आने ज्ञान चन्द्र नामक एक जैन बाबा ने पद्धिनी थी तीनानी हाते सम्बंधित खास ने खोज (शोध) माँ टाड नी मदद करी \
94,"मानेकशॉ को युद्ध के मैदान से उनके अर्दली शेर सिंह द्वारा निकाला गया, जो उन्हें ऑस्ट्रेलियाई शल्य चिकित्सक के पास ले गए।",मानेकशा के युद्ध /लड़ाई के मैदान थे एहने अर्दली शेरसिंह हारू निकालो ग्यो त्यों एहने ऑस्ट्रेलिया ई शल्यचिकित्सक के पास माँ ली ग्यो |
294,"हम 2047 विकसित भारत का लक्ष्‍य प्राप्‍त कर सकते हैं। अगर 40 करोड़ देशवासी अपने पुरुषार्थ से, अपने समर्पण से, अपने त्‍याग से, अपने बलिदान से आजादी दे सकते हैं,","हमुं 2047 काठा भारत नों लक्ष्‍य मळी सकें से। अगर 40 करोड़ देहवासी आपड़ा पुरुषार्थ से, आपड़ा आलेलां से, आपड़ा छोडेलां से, आपड़ा बलिदांन थी, सुटकारों आली सकयीं से।"
69,गाँधी जी ने एक और समझौता करते हुए समय को दो साल से घटाकर एक कर दिया।,गाँधी जी से एक अन हम जोतरो करवा जाए समय ने वरह थी घटाड़ीन एक वरह कर दिदु से |
15,"1016 में, उन्होंने पहली बार विदेश में एलामंडलम, श्रीलंका में एक अभियान भेजा और पूरे द्वीप को अपने शासन में लाया।",1016 मा तीनो ने पहली वखत मा एलामडलम श्री लंका मा एक वात मोकलियो अने पूरा देशो नो आपडा सरकार मा लायो |
412,"माधो सिंह ने बाद में बालाजी राव से मध्यस्थता की मांग की, जो खुद जयपुर से आए और ईश्वरी सिंह को राजी कराया कि वे माधो सिंह को 4 महल सौंप दें।","माधो सिंह में वाहस फेर बालाजी राव ही मध्यस्थता नी मांग करी, ती खुद जयपुर ही आया अने ईश्वरी सिंह ने राजू कराया के ये माधो सिंह ने 4 बंगला होपी दे |"
242,सेल्यूकस ने गठबंधन बनाने की खातिर अपनी बेटी की शादी चंद्रगुप्त से कर दी।,सेल्यूकस यी जोड़ा बणावा नी हारू तिनी सोरी नी विवाह चन्द्रगुप्त थी करी दे दी |
90,बाज़ बहादुर आठ साल बाद 1570 में अकबर के अधीन नौकरी पाने तक विभिन्न दरबारों में एक शरणार्थी के रूप में गुजडारा करते रहे।,अनुशिक्षक न वसम इने सिखा ड यू से |
489,"कुछ दिन बाद, 3 मार्च को ‘विश्व वन्य जीव दिवस’ है, जो वन्य जीवों के संरक्षण के प्रति जागरूकता बढ़ाने के लिए मनाया जाता है।",थोलांक दन पसळ 3 मार्च नों विश्‍व वन्‍य जीव दिवस से'' ज्‍युं वन्‍य जीव नी सोक्‍सी नी सेतण हारूं बणांयूं गयुं से।
120,"ऐसे कानूनों का आधुनिक समाज में कोई स्‍थान नहीं सकता है और इसलिए मैं तो कहूंगा, अब समय की मांग है, अब देश में एक Secular Civil Code हो, हमने Communal Civil Code में 75 साल बिताएं हैं।","एवा कानून नों आज ना समाज मों कई जगां नी थई सके । ऐतरे हारू हू कू से हाउ टेम नी मांग से , हाउ देश मां एक Secular Civil Code होवे हमुये Communal Civil Code मां ७५ बरहा निकालया से।"
378,"इसके बजाय, ग्वालियर के शाही परिवार के वंशज माधवराव सिंधिया को नामांकन दाखिल करने के अंतिम दिन शामिल किया गया था।",एनान वाणे ग्वालियर ना शाही परिवार ना वंशज माधवराव सिंधिया ने नामाकन दाखिल करवा ने आखरी दान भेला करिया था |
505,"गावस्कर 1970 के दशक के अंत और 1980 के दशक की शुरुआत में कई मौकों पर भारतीय दल के कप्तान थे, हालांकि उनका कप्तान के रूप में कार्यकाल उतना प्रभावशाली नहीं था।","गावस्कर 1970 ना दशक ना चेला अने 1980 ना दशक नी सरुवात मा घणा मौखा पर भारत नी टीम ना कप्तान हेता ,फेर भी तिनाना कप्तान ना रूप मा कार्यकाल ऐतरो प्रभावशाली (खास ) नी हेतो |"
33,"चंद्रगुप्त के जीवन और उपलब्धियों का वर्णन प्राचीन हिंदू, बौद्ध, जैन और यूनानी ग्रंथों में किया गया है।","चंद्रगुप्त ना जीवन अने सफलता नो वर्णन पुराना हिंदू ,बौद्ध ,जैन अने यूनानी ग्रंथों मा करीयो गयु।"
0,दूसरा ये बदलती हुई व्यवस्थाओं के लिए ये जो supportive infrastructure चाहिए।,बिजा यी बदळती थाई वेवस्तायु हारू यी जी सपोर्टटीव.इंफ्रास्ट्रक्चर जोईये ।
593,"हर बदनीयत वालों को हम हमारी नेकनीयत से जीतेंगे, ये मैं विश्‍वास देता हूं।","हर बुरी नजर वाला न अमु अमारी असल नियत ही जीतहू ,यो हू विश्‍वास आलू से।"
298,वाजपेयी को खुद इस घोषणा से नाखुश बताया गया था और उन्होंने यह कहते हुए जवाब दिया कि पार्टी को पहले चुनाव जीतने की जरूरत है।,वाजपेयी खुद इना घोषणा थी नाखुश वताडयु गया हता अन तिनुही यु केहता जाइन जवाब देदो कि पार्टीयी पेहला चुनाव जीतवा नी जरूरत से।
344,जनसंघ के पूर्व अध्यक्ष बलराज मधोक ने तत्कालीन आरएसएस प्रमुख राजेंद्र सिंह को समर्थन के लिए एक पत्र लिखा था।,जनसंघ ना पेलखा अध्यक्ष बलराम मधोक ने (तत्कालीन ) तरस इना समय मा आर .एस .एस नो खास राजेन्द्र सिंह नो तीनान मदद हारू ( समर्थन ) एक लेटर लिखू से |
370,"विजक्राफ्ट इंटरनेशनल एंटरटेनमेंट और अप्रा ग्रुप के संयुक्त स्वामित्व वाली ग्रेट इंडियन नौटंकी कंपनी की किंगडम ऑफ ड्रीम्स परियोजना ने 7 अप्रैल 2012 को एक म्यूजिकल कॉमेडी झुमरू लॉन्च की, जो कुमार के संगीत और उनकी हिंदी फिल्मों के लिए उनकी विरासत को एक श्रद्धांजलि है।",विजक्राफ्ट इंटरनेशनल एंटरटेनमेंट अने अप्रा समूहों नी हाते आपडी वाली गेट इंडिया नाटक नी कंपनी नी किगडम आफ ड्रीम्स काम करवा नी 7 अप्रैल 2012 नी एक म्यूजिक कॉमेडी झुमरू चालू करी ती कुमार ने गावा नी अने तीना हिन्दी फिलम हारू तीनी विरासत ने एक याद से।
312,हमारी सहानुभूति को इस तथ्य से कमजोर नहीं किया जा सकता कि राष्ट्रीय आंदोलन हिटलर के हितों के साथ मेल खाता है।,हमारा अबाल करीने इना काम ने ढीला नही करई से राष्ट्रिय आन्दोलन हिटलर न वसमा हितो हाथे मेल खाय से |
254,"आज जो 20-25 साल का नौजवान है, जो 10 साल पहले जब 12-15 साल की उम्र का नौजवान था, उसने अपनी आंखों के सामने यह बदलाव देखा है।","आजे जी 20 -25 वरहु ना जुवानु से, जी 10 वरह पेलखां जेरा 12 -15 वरहनी उमर नो जुवान हतो, तिहुये आपड़ी आंखु ना हमें यु बदलाव देख्यु से"
22,उन्होंने 1942 में क्रिप्स मिशन के प्रस्तावों का भी विरोध किया।,ब्रिटिश हरका र ए राजगोपाल चारी नी हरु ने हाँ कर देदी अने पटेल ए फेर थी गाँधी ना देख रेख ने लीदो |
434,अनुबाई का विवाह इचलकरंजी के वेंकटराव घोरपड़े से हुआ था और भिउबाई का विवाह बारामती के आबाजी नाइक जोशी से हुआ था।,अनुबाई ना वेवा इचलकरजी ना वेंकट राव घोरपड़े थी थाया हता अने भिउ बाई ना विवा बारामती ना आकार नाइक जोशी ती थाया।
119,"शोक के इन तीन हफ्तों के दौरान, उन्होंने कोई सार्वजनिक बैठक में भाग नहीं लिया और सादा शाकाहारी भोजन खाया।",दुख नी इनी तीन हफ्तो नी दौरान तिनाये कोई सार्वजनिक मीटिंग मा भाग नथी लेदो अनी सादा शाकाहारी खावलू खादु ।
91,जीत के बाद मराठों ने माधवराव पेशवा को राजगद्दी पर बहाल किया और अपना वर्चस्व पुनःप्राप्त किया।,जीत न बाद मराठा ने माधवराव पेशवा ने राजगद्दी पर बेहाडा अने आपडू काम पासु लेदू।
266,रफ़ी ने क्रिस पेरी के कोंकणी एल्बम गोल्डन हिट्स विद लोर्ना कॉर्डेइरो में कई गाने गाए।,रफी मा केवू पेरी कोकणी एल्बम असल हाथ लिदो अने काडईरो मा कई गावानू गाया
536,"तेंडुलकर ने ग्यारह वर्ष की उम्र में क्रिकेट खेलना शुरू किया, कराची में 16 वर्ष की उम्र में पाकिस्तान के खिलाफ 15 नवंबर 1989 को टेस्ट मैचों में पदार्पण किया, और लगभग चौबीस वर्षों तक घरेलू रूप से मुंबई और अंतर्राष्ट्रीय स्तर पर भारत का प्रतिनिधित्व किया।","तेंदुलकर ने ग्यारे वराह नी उम्र मा ददियो रमवा नू सरू करेलू ते ,कराची मा 16 होले वराह नो हतो तिनदा पाकिस्तान नी हमो 15 नवम्बर 1989 नो टेस मैच रंदा लाग्यो हतो अने मेरे चौबीस वरहू तक तड घेर ना रुपया बंबई अने पुरे देहो या भारत नो और सदस्य बणेला से |"
18,"मुसहर जाति एक अत्यंत वंचित और गरीब समुदाय रही है, और भीम सिंह जी ने इस समुदाय के बच्चों की शिक्षा पर ध्यान केंद्रित किया है।",मुसहर एक जात ऐवी से जी घणीं पिसडेली अन गरीब से। अन हेवां समाज नी से। भीमसिंह जी ये इनां समाज नां लोकुं नी भणांई पर आपडों ध्‍यान दी दो।
